"#","Institution Name","City","State","Latitude","Longitude"
"330","Jardim Botânico de Curitiba (Botanical Garden of Curitiba)","Curitiba","","-25.4283","-49.2732"
"331","Native Plant Experimental Garden","Florianopolis","","-27.5979","-48.5481"
"332","Parque Botânico do Ceará","Fortaleza","Ceará","-3.7258","-38.5132"
"333","Jardim Zoobotânico Municipal de Franca","Franca","São Paulo","-20.52864","-47.39378"
"334","Jardim Botânico Amália HermanoTeixera","Goiânia","Goiás","-16.6799","-49.2550"
"335","Joao Pessoa Botanical Gardens","Joao Pessoa","","-7.1153","-34.8610"
"336","Parque Zoobotânico Arruda Câmara","João Pessoa","Paraíba","-7.1628","-34.8631"
"337","Jardim Botânico da Universidade Univille","Joinville","Santa Catarina","-26.892089","-48.167338"
"338","Jardim Botânico de Jundiaí - Valmor de Souza","Jundiai","São Paulo","-23.170682","-46.902099"
"339","Lajeado Botanic Garden","Lajeado","Rio Grande do Sul","-29.4685","-51.9652"
"340","Jardim Botânico de Londrina","Londrina","Paraná","-23.31068","-51.15886"
"341","Jardim Botânico de Manaus Adolpho Ducke","Manaus","Amazonas","-10.660607","-35.288085"
"342","Jardim Botanico de Niteroi","Niteroi","","-22.8807","-43.1043"
"343","Neotropicum Botanical Gardens","Niteroi","Rio de Janeiro","-22.9166","-42.9668"
"344","Jardim Botânico Plantarum","Nova Odessa","São Paulo","-22.7836","-47.2875"
"345","Jardim Botanico de Paulinia","Paulinia","","-22.7616","-47.1540"
"346","Jardim Botanico de Pipa","Pipa","","-6.2333","-35.0500"
"347","Fundação Jardim Botânico de Pocos de Caldas","Poços de Caldas","Minas Gerais","-21.7882","-46.5625"
"348","Jardim Botânico da Fundação Zoobotânica do Rio Grande do Sul","Porto Alegre","Rio Grande do Sul","-30.0554","-51.1820"
"349","Jardim Botanico Floras","Porto Seguro","Bahia","16.2531","-7.212181"
"350","Jardim Botanico do Recife","Recife","","-8.07672722","-34.961828"
"351","Horto Botânico do Museu Nacional da UFRJ","Rio de Janeiro","Rio de Janeiro","-22.9035","-43.2095"
"352","Jardim Botânico do Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","-22.9665","-43.2291"
"353","Jardim Botânico de Salvador","Salvador","Bahia","-12.927066","-38.438598"
"354","Parque Zoobotanico Getulio Vargas","Salvador","","-12.9703","-38.5123"
"355","Santa Maria Federal University Botanic Gardens","Santa Maria","","-29.6914","-53.8007"
"356","Museu de Biologia Mello Leitao","Santa Tereza","","-19.8614","-40.6739"
"357","Jardim Botanico Municipal de Santos ""Chico Mendes""","Santos","São Paulo","-23.9380","-46.3732"
"358","Parque Zoobotânico Orquidario Municipal de Santos","Santos","São Paulo","-23.96586","-46.34996"
"359","Jardim Botânico de São Paulo","São Paulo","São Paulo","-24.1140","-46.6596"
"360","Jardim Botânico da Universidade Federal Rural","Seropédica","Rio de Janeiro","-22.7413","-43.6884"
"361","Flecheiras Jardins","Trairi","Ceará","-3.219842","-39.279664"
"362","Universiti Brunei Darussalam","","","4.975905","114.893908"
"363","Prirodonaucen complex","Blagoevgrad","","42.0202","23.0989"
"364","Botanical Garden 'V. Kolarov' Higher Agricultural Institute","Plovdiv","","42.1438","24.7495"
"365","The Institute of Introduction and Plant Resources ""K.Malkov""","Sadovo","","42.1333","24.9396"
"366","Botanical Garden Balcik","Sofia","","42.7105","23.3238"
"367","Hortus Botanicus Academia Scientiarum Bulgaricae","SOFIA","","42.7105","23.3238"
"368","Hortus Botanicus of the Faculty of Pharmacy","Sofia","","42.7105","23.3238"
"369","Hortus Botanicus of the Institute Silvotechnici Superioris","Sofia","","42.7105","23.3238"
"370","Scientific Mountain Station","Sofia","","42.7105","23.3238"
"371","University Botanic Gardens","Sofia, Varna, Balchik","","42.7105","23.3238"
"372","Botanical Garden Druzba","Varna","","43.2059","27.9067"
"373","Centre National de la Recherche Scientifique et Technologique","Ouagadougou","","12.3569","-1.5351"
"374","Centre National des Semences Forestieres","Ougadougou","","12.3569","-1.5351"
"375","Direction Generale des Eaux et Forets","Ougadougou","","12.3569","-1.5351"
"376","Jardin Botanique de l'Institut des Siences Agronomique du Burundi (ISABU)","Bujumbura","","-3.3800","29.3574"
"377","Jardin Botanique de l'Universite du Burundi","Bujumbura","","-3.3800","29.3574"
"378","Bafut Botanic Garden","Bafut","","6.0845","10.1301"
"379","Limbe Botanic Garden","Limbe","Fako Division, South West Province","4.0134","9.2120"
"380","Yaounde Botanic Garden","Yaounde","","3.8612","11.5216"
"381","Annapolis Royal Historic Gardens","Annapolis Royal","Nova Scotia","44.74146","-65.5136"
"382","Barrie Arboretum at Sunnidale Park","Barrie","Ontario","44.39706","-79.70844"
"383","J. A. Carol Arboretum","Brampton","Ontario","43.68597","-79.7505"
"384","Cedar Valley Botanical Gardens","Brighton","Ontario","44.03323","-77.73306"
"385","Crop Diversification Centre South","Brooks","Alberta","50.55189","-111.85208"
"386","Golden Prairie Arboretum and CDCS Grounds","Brooks","Alberta","50.55189","-111.85208"
"387","Royal Botanical Gardens, Ontario","Burlington","Ontario","43.29096","-79.87519"
"388","Simon Fraser University Arboretum","Burnaby","British Columbia","49.27972","-122.92179"
"389","Plant Paradise Country Gardens","Caledon","Ontario","43.912168","-79.830877"
"390","Calgary Zoo, Botanical Garden & Prehistoric Park","Calgary","Alberta","51.045123","-114.029675"
"391","Central Memorial Park","Calgary","Alberta","51.04103","-114.06851"
"392","Reader Rock Garden","Calgary","Alberta","51.03049","-114.05868"
"393","Mackenzie King Estate, The","Chelsea","Quebec","45.50628","-75.81208"
"394","Riverview Horticultural Centre Society, The","Coquitlam","British Columbia","49.248983","-122.806377"
"395","Innisfree Farm  and Botanic Garden","Courtenay","British Columbia","49.6458","124.9464"
"396","Larkwhistle Garden","Dyers Bay","Ontario","45.18187","-81.36624"
"397","McCalla Orchard & Arboretum","Edmonton","Alberta","53.64353","-113.364616"
"398","Muttart Conservatory","Edmonton","Alberta","53.53536","-113.47901"
"399","New Brunswick Botanical Garden","Edmundston","New Brunswick","47.43952","-68.39221"
"400","Fredericton Botanic Garden","Fredericton","New Brunswick","45.95052","-66.67665"
"401","National Tree Seed Centre","Fredericton","New Brunswick","45.93302","-66.6567"
"402","Odell Park and Arboretum","Fredericton","New Brunswick","45.95698","-66.66486"
"403","Les Jardins de Métis / Reford Gardens","Grand-Métis","Quebec","48.62814","-68.12294"
"404","Rutherford Conservatory and Gardens","Guelph","Ontario","43.52954","-80.226033"
"405","University of Guelph Arboretum","Guelph","Ontario","43.53978","-80.21522"
"406","Halifax Public Gardens","Halifax","Nova Scotia","44.642384","-63.580116"
"407","McMaster Biology Department Greenhouse","Hamilton","Ontario","43.260690","-79.919182"
"408","Boreal Botanic Garden","High Level","Alberta","58.510372","-117.1329048"
"409","Agroforestry Development Shelterbelt Centre","Indian Head","Saskatchewan","50.53343","-103.6698759"
"410","Columbia Valley Botanical Gardens","Invermere","British Columbia","50.49813","-116.0241"
"411","Plum Grove Arboretum","Kakabeka Falls","Ontario","48.4020068","-89.616068"
"412","Eastern Ontario Model Forest","Kemptville","Ontario","45.00636","-75.6379"
"413","Parc Marie-Victorin","Kingsey Falls","Quebec","45.85405","-72.07497"
"414","Lemoine Point Conservation Area","Kingston","Ontario","44.226045","-76.612787"
"415","Crown Zellerbach Arboretum and Museum","Ladysmith","British Columbia","48.9904834","-123.8210343"
"416","Nikka Yuko Centennial Garden","Lethbridge","Alberta","49.68768","-112.80434"
"417","City of London Greenhouse and Civic Garden Complex","London","Ontario","42.96224","-81.29599"
"418","Sherwood Fox Arboretum","London","Ontario","43.00827","-81.27203"
"419","The Fanshawe College Botanical Gardens","London","Ontario","43.01321","-81.1995"
"420","Cowichan Lake Research Station Arboretum","Mesachie Lake","British Columbia","48.82491","-124.13298"
"421","Arboretum of the University of Toronto at Mississauga","Mississauga","Ontario","43.5891348","-79.6440885"
"422","Riverwood Conservancy, The","Mississauga","Ontario","43.564089","-79.669963"
"423","Biodôme de Montréal - Botanical Garden","Montreal","Quebec","45.55956","-73.54976"
"424","Montreal Botanical Garden / Jardin botanique de Montréal","Montreal","Quebec","45.55968","-73.56383"
"425","Musée du Château Ramezay","Montreal","Quebec","45.508843","-73.553414"
"426","Morden Arboretum Research Station","Morden","Manitoba","49.184","-98.09163"
"427","Niagara Parks Botanical Gardens and School of Horticulture, The","Niagara Falls","Ontario","43.13693","-79.05391"
"428","Niagara College Arboretum and Greenhouse","Niagara-on-the-Lake","Ontario","43.153244","-79.165976"
"429","Park and Tilford Gardens, The","North Vancouver","British Columbia","49.30951","-123.04202"
"430","Appleby College Campus","Oakville","Ontario","43.42647","-79.68549"
"431","Olds College Botanic Garden","Olds","Alberta","51.79194","-114.09381"
"432","Oshawa Valley Botanical Gardens","Oshawa","Ontario","43.900171","-78.870467"
"433","Parkwood National Historic Site","Oshawa","Ontario","43.90489","-78.8669"
"434","Dominion Arboretum and Central Experimental Farm","Ottawa","Ontario","45.39096","-75.70392"
"435","Belle Terre Botanic Garden and Arboretum","Otter Lake","Quebec","45.82342","-76.43082"
"436","University of Alberta Botanic Garden","Parkland County","Alberta","53.40844","-113.75736"
"437","Parksville Community Park Arboretum and Gardens","Parksville","British Columbia",NA,NA
"438","Island Park Arboretum","Portage La Prairie","Manitoba","49.96376","-98.2896"
"439","Milner Gardens and Woodland","Qualicum Beach","British Columbia","49.35283","-124.41284"
"440","Jardin Pedagogique - Universite Laval","Quebec","Quebec","46.777409","-71.275904"
"441","Joan of Arc Garden","Quebec","Quebec","46.80192","-71.22066"
"442","Montmorency Forest","Québec","Québec","46.780479","-71.279533"
"443","Roger-Van den Hende Botanic Garden","Quebec","Quebec","46.77628","-71.28113"
"444","Government House Edwardian Gardens","Regina","Saskatchewan","50.4549","-104.64644"
"445","Regina Plain Native Plant Nursery","Regina","Saskatchewan","50.42436","-104.56515"
"446","J. J. Neilson Arboretum","Ridgetown","Ontario","42.44726","-81.87561"
"447","Frank Skinner Arboretum","ROBLIN","Manitoba","51.03776","-101.33262"
"448","Minter Gardens","Rosedale","British Columbia","49.183712","-121.768724"
"449","Lilac Museum, The","Saint-Georges","Quebec","46.098223","-70.651638"
"450","Jardin Daniel A. Séguin","Saint-Hyacinthe","Quebec","45.61938","-72.96359"
"451","Domaine Joly-De Lotbinière","Sainte-Croix","Quebec","46.669539","-71.85051"
"452","George Pegg Botanic Garden","Sangudo","Alberta","53.80817","-114.52112"
"453","Rosebud Gardens","Sarnia","Ontario","42.9848313","-82.3605112"
"454","Mendel Gallery and Conservatory Corporation","Saskatoon","Saskatchewan","52.134858","-106.649368"
"455","Patterson Garden Arboretum","Saskatoon","Saskatchewan","52.12856","-106.62153"
"456","Plant Gene Resources of Canada","Saskatoon","Saskatchewan","52.13396","-106.63505"
"457","University of Saskatchewan Fruit Program","Saskatoon","Saskatchewan","52.13317","-106.6314"
"458","Ontario Forest Research Institute Arboretum","Sault Ste Marie","Ontario","46.504465","-84.303329"
"459","Great Lakes Forestry Centre Arboretum","Sault Ste. Marie","Ontario","46.50447","-84.30333"
"460","Sunshine Coast Botanical Garden","Sechelt","British Columbia","49.486583","-123.802181"
"461","Musée de la Nature et des Sciences","Sherbrooke","Quebec","45.403331","-71.895425"
"462","La Seigneurie de l’île d’Orléans","St-François","Quebec","47.00313","-70.8946"
"463","Kingsbrae Garden","St. Andrews","New Brunswick","45.08014","-67.047335"
"464","Walker Botanic Garden","St. Catharines","Ontario","43.14977","-79.24702"
"465","Memorial University Botanical Garden","St. John‘s","Newfoundland","47.57155","-52.75896"
"466","Morgan Arboretum","Ste-Anne-de-Bellevue","Quebec","45.42885","-73.95207"
"467","Brickman Botanical Country Garden","Stratford","Ontario","43.46502","-81.04424"
"468","Laurentian University Arboretum","Sudbury","Ontario","46.46985","-80.96935"
"469","Summerland Ornamental Gardens","Summerland","British Columbia","49.56639","-119.63603"
"470","Centennial Botanical Conservatory","Thunder Bay","Ontario","48.390927","-89.26043"
"471","Lakehead University Arboretum","Thunder Bay","Ontario","48.42345","-89.26171"
"472","Soroptimist International Friendship Gardens","Thunder Bay","Ontario","48.384977","-89.26489"
"473","Tofino Botanical Gardens","Tofino","British Columbia","49.13326","-125.89302"
"474","Allan Gardens","Toronto","Ontario","43.66203","-79.37401"
"475","Centennial Park Conservatory","Toronto","Ontario","43.65667","-79.59125"
"476","Humber Arboretum","Toronto","Ontario","43.72528","-79.6088"
"477","Mount Pleasant Cemetery","Toronto","Ontario","43.695837","-79.385251"
"478","Toronto Botanical Garden","Toronto","Ontario","43.734385","-79.358154"
"479","Toronto Zoo","Toronto","Ontario","43.82046","-79.18001"
"480","University of Toronto Growth Facilities","Toronto","Ontario","43.661398","-79.399857"
"481","Trochu Arboretum & Gardens","Trochu","Alberta","51.83097","-113.22878"
"482","The Maritime Aboriginal Peoples Council","Truro Heights","Nova Scotia","45.3600263","-63.3229887"
"483","Dr. Sun Yat-Sen Classical Chinese Garden","Vancouver","British Columbia","49.27979","-123.103888"
"484","Queen Elizabeth Park","Vancouver","British Columbia","49.24261","-123.11014"
"485","University of British Columbia Botanical Garden","Vancouver","British Columbia","49.25794","-123.2553"
"486","VanDusen Botanical Garden","Vancouver","British Columbia","49.23913","-123.13188"
"487","Abkhazi Garden","Victoria","British Columbia","48.415687","-123.32619"
"488","Butchart Gardens, The","Victoria","British Columbia","48.56509","-123.46908"
"489","Hatley Park National Historic Site","Victoria","British Columbia","48.439643","-123.477595"
"490","Native Plant Garden - Royal British Columbia Museum","Victoria","British Columbia","48.420173","-123.367357"
"491","Royal Roads University Botanical Gardens","Victoria","British Columbia","48.439643","-123.477595"
"492","The Gardens at HCP","Victoria","British Columbia","48.502081","-123.416774"
"493","University of Waterloo Botanical Garden and Arboretum","Waterloo","Ontario","43.47147","-80.54419"
"494","University of Waterloo Greenhouse","Waterloo","Ontario","43.47147","-80.54419"
"495","Whistling Gardens,<U+200E> Ltd.","Wilsonville","Ontario","42.99887","-80.29718"
"496","City of Windsor Parks and Gardens","Windsor","Ontario","42.292447","-83.017703"
"497","Fogolar Furlan Gardens","Windsor","Ontario","42.28471","-82.98847"
"498","Assiniboine Park Gardens and Conservatory, The","Winnipeg","Manitoba","49.8716","-97.23376"
"499","Living Prairie Museum","Winnipeg","Manitoba","49.890494","-97.271477"
"500","University of Manitoba Arboretum","Winnipeg","Manitoba","49.80752","-97.134188"
"501","Harriet Irving Botanical Gardens","Wolfville","Nova Scotia","45.08625","-64.36806"
"502","Jardim Botanico Nacional `L. Grandvaux Barbosa`","Praia","","14.9195","-23.5153"
"503","Queen Elizabeth II Botanic Park","Grand Cayman","","19.3321","-81.2620"
"504","Park and Botanic Garden Coronel","Concepcion","","-36.8446753","-73.006042"
"505","Parque Botanico Hualpen","Concepcion","","-36.8148","-73.0292"
"506","Parque Etnobotánico Omora","Isla Navarino","XII Regione Magallanes","-34.1563","-70.7541"
"507","Jardin Botanico ""Carl Skottsberg""","Punta Arenas","","-53.1479","-70.9303"
"508","Andean Botanic Garden Project","Santiago","","-33.4253","-70.5664"
"509","Arboretum Antumapu","Santiago","","-33.4253","-70.5664"
"510","Arboretum Frutillar","Santiago","","-33.4253","-70.5664"
"511","Departamento de Silvicultura,  Arboretum Rinconada","Santiago","","-33.4253","-70.5664"
"512","Jardin Botanico Chagual","Santiago","","-33.4068","-70.5872"
"513","Botanic Garden of Talca University","Talca","","-35.4227","-71.6565"
"514","Arboretum (Institute of Silviculture, Forestry Faculty)","Valdivia","","-33.5176","-71.6068"
"515","Jardin Botanico (Instituto de Botanica)","Valdivia","","-40.5545","-73.7141"
"516","Banco Base de Semillas - Instituto de Investigaciones Agropecuarias - INIA","Vicuna Region de Coquimbo","","-30.0318806","-70.7168548"
"517","Fundacion Jardín Botánico Nacional Viña del Mar","Vina Del Mar","Región de Valparaiso","-33.0253","-71.5146"
"518","Shangri-la Alpine Botanic Garden (SABG)","","Yunnan Province","46.6138","124.8791"
"519","Shing Mun Arboretum (Hong Kong)","","Hong Kong SAR","22.3964","114.1094"
"520","Xinglong Tropical Botanical Garden","","Hainan Province","18.733023","110.198031"
"521","Baoji Botanical Garden (Shaanxi)","Baoji","Shaanxi","34.3694","107.1375"
